"Brand","Store Number","Name","Ownership Type","Facility ID","Features - Products","Features - Service","Features - Stations","Food Region","Venue Type","Phone Number","Location","Street Address","Street Line 1","Street Line 2","City","State","Zip","Country","Coordinates","Latitude","Longitude","Insert Date","gross_profit"
"Starbucks",8742,"Cambridge Center","Company Owned",12566,"Clover Crafted Small Batch Coffee, Lunch, Oven-warmed Food, Reserve Amenity","Starbucks Card Mobile, Wireless Hotspot",NA,9999,"Unknown","617-577-7511","6 Cambridge Center
Cambridge, MA 02142-1401
(42.363719, -71.087931)","6 Cambridge Center","6 Cambridge Center",NA,"Cambridge","MA","02142-1401","US","(42.363719, -71.087931)",42.363719,-71.087931,"06/22/2012 06:17:10 PM",3524
"Starbucks",72208,"Marriott Boston Cambridge","Licensed",12223,NA,"Wireless Hotspot",NA,9999,"Unknown","617-494-6600","2 Cambridge Center
Cambridge, MA 02142-1600
(42.362501, -71.084694)","2 Cambridge Center","2 Cambridge Center",NA,"Cambridge","MA","02142-1600","US","(42.362501, -71.084694)",42.362501,-71.084694,"06/22/2012 06:17:10 PM",6963
"Starbucks",857,"Cambridge Street","Company Owned",12257,"Lunch, Oven-warmed Food, Reserve Amenity","Starbucks Card Mobile, Wireless Hotspot",NA,9999,"Unknown","617-227-2959","222 Cambridge Street
Boston, MA 02114-2710
(42.361026, -71.066486)","222 Cambridge Street","222 Cambridge Street",NA,"Boston","MA","02114-2710","US","(42.361026, -71.066486)",42.361026,-71.066486,"06/22/2012 06:17:10 PM",8787
"Starbucks",75637,"Boston Long Wharf Marriott","Licensed",12615,NA,"Wireless Hotspot",NA,9999,"Unknown","617-227-0800","296 State St
Boston, MA 02109-2607
(42.359776, -71.05213)","296 State St","296 State St",NA,"Boston","MA","02109-2607","US","(42.359776, -71.05213)",42.359776,-71.05213,"06/22/2012 06:17:10 PM",4095
"Starbucks",862,"Fanueil Hall","Company Owned",16519,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",NA,9999,"Unknown","617-227-3821","2-4 Faneuil Hall Market Place
Boston, MA 02109-6175
(42.359591, -71.055841)","2-4 Faneuil Hall Market Place","2-4 Faneuil Hall Market Place",NA,"Boston","MA","02109-6175","US","(42.359591, -71.055841)",42.359591,-71.055841,"06/22/2012 06:17:10 PM",2049
"Starbucks",883,"Steaming Kettle","Company Owned",18393,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",NA,9999,"Unknown","617-227-2284","63-65 Court Street
Boston, MA 02108-2109
(42.359465, -71.059376)","63-65 Court Street","63-65 Court Street",NA,"Boston","MA","02108-2109","US","(42.359465, -71.059376)",42.359465,-71.059376,"06/22/2012 06:17:10 PM",1990
"Starbucks",9463,"84 State Street","Company Owned",8349,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",NA,9999,"Unknown","617-523-3053","84 State Street
Boston, MA 02109-2202
(42.359121, -71.0556)","84 State Street","84 State Street",NA,"Boston","MA","02109-2202","US","(42.359121, -71.0556)",42.359121,-71.0556,"06/22/2012 06:17:10 PM",4495
"Starbucks",864,"Charles Street","Company Owned",15879,"Lunch","Starbucks Card Mobile, Wireless Hotspot",NA,9999,"Unknown","617-227-3812","97 Charles Street
Boston, MA 02114-3251
(42.358883, -71.070565)","97 Charles Street","97 Charles Street",NA,"Boston","MA","02114-3251","US","(42.358883, -71.070565)",42.358883,-71.070565,"06/22/2012 06:17:10 PM",6603
"Starbucks",875,"Devonshire","Company Owned",13576,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",NA,9999,"Unknown","617-720-2220","240 Washington St.
Boston, MA 02108-4603
(42.357898, -71.057821)","240 Washington St.","240 Washington St.",NA,"Boston","MA","02108-4603","US","(42.357898, -71.057821)",42.357898,-71.057821,"06/22/2012 06:17:10 PM",9785
"Starbucks",7535,"27 School Street","Company Owned",11398,"Clover Crafted Small Batch Coffee, Lunch, Oven-warmed Food, Reserve Amenity","Starbucks Card Mobile, Wireless Hotspot",NA,9999,"Unknown","617-227-7731","27 School Street
Boston, MA 02108-4633
(42.357726, -71.05922)","27 School Street","27 School Street",NA,"Boston","MA","02108-4633","US","(42.357726, -71.05922)",42.357726,-71.05922,"06/22/2012 06:17:10 PM",2293
"Starbucks",7805,"One International Place","Company Owned",15299,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",NA,9999,"Unknown","617-737-4688","1 International Place
Boston, MA 02110-2602
(42.35645, -71.051818)","1 International Place","1 International Place",NA,"Boston","MA","02110-2602","US","(42.35645, -71.051818)",42.35645,-71.051818,"06/22/2012 06:17:10 PM",3290
"Starbucks",3773,"Target Watertown T-1442","Licensed",18665,NA,"Starbucks Card Mobile",NA,9999,"Unknown",NA,"550 Arsenal Street
Watertown, MA 02472-2853
(42.364217, -71.156993)","550 Arsenal Street","550 Arsenal Street",NA,"Watertown","MA","02472-2853","US","(42.364217, -71.156993)",42.364217,-71.156993,"06/22/2012 06:17:10 PM",3971
"Starbucks",7268,"One Federal Bldg.","Company Owned",16342,"Lunch","Starbucks Card Mobile",NA,9999,"Unknown","617-357-6410","1 Federal Street
Boston, MA 02110-2012
(42.356101, -71.056999)","1 Federal Street","1 Federal Street",NA,"Boston","MA","02110-2012","US","(42.356101, -71.056999)",42.356101,-71.056999,"06/22/2012 06:17:10 PM",4952
"Starbucks",801,"Starbucks Boston Common","Company Owned",13567,"Clover Crafted Small Batch Coffee, Lunch, Oven-warmed Food, Reserve Amenity","Starbucks Card Mobile, Wireless Hotspot",NA,9999,"Unknown","617-742-2664","65-66 Beacon
Boston, MA 02108
(42.356349, -71.069312)","65-66 Beacon","65-66 Beacon",NA,"Boston","MA","02108","US","(42.356349, -71.069312)",42.356349,-71.069312,"06/22/2012 06:17:10 PM",2463
"Starbucks",7531,"12 Winter Street","Company Owned",12348,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",NA,9999,"Unknown","617-542-1313","12 Winter Street
Boston, MA 02108-4704
(42.355708, -71.061027)","12 Winter Street","12 Winter Street",NA,"Boston","MA","02108-4704","US","(42.355708, -71.061027)",42.355708,-71.061027,"06/22/2012 06:17:10 PM",2992
"Starbucks",7382,"Watertown - Mt. Auburn","Company Owned",9216,"Lunch, Oven-warmed Food, Reserve Amenity","Starbucks Card Mobile, Wireless Hotspot",NA,9999,"Unknown","617-926-4644","75 Mt Auburn Street
Watertown, MA 02472-3924
(42.366427, -71.181086)","75 Mt Auburn Street","75 Mt Auburn Street",NA,"Watertown","MA","02472-3924","US","(42.366427, -71.181086)",42.366427,-71.181086,"06/22/2012 06:17:10 PM",6169
"Starbucks",869,"Federal Street","Company Owned",16520,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",NA,9999,"Unknown","617-946-0535","75-101 Federal Street
Boston, MA 02110-1901
(42.355049, -71.057263)","75-101 Federal Street","75-101 Federal Street",NA,"Boston","MA","02110-1901","US","(42.355049, -71.057263)",42.355049,-71.057263,"06/22/2012 06:17:10 PM",9997
"Starbucks",7201,"211 Congress","Company Owned",12043,"Clover Crafted Small Batch Coffee, Lunch, Oven-warmed Food, Reserve Amenity","Starbucks Card Mobile, Wireless Hotspot",NA,9999,"Unknown","617-542-4439","211 Congress Street
Boston, MA 02110-2410
(42.354673, -71.054837)","211 Congress Street","211 Congress Street",NA,"Boston","MA","02110-2410","US","(42.354673, -71.054837)",42.354673,-71.054837,"06/22/2012 06:17:10 PM",7083
"Starbucks",11684,"Cambridge, Memorial Drive","Company Owned",18038,"Clover Crafted Small Batch Coffee, Lunch, Oven-warmed Food, Reserve Amenity","Starbucks Card Mobile",NA,9999,"Unknown","617-661-5817","750 Memorial Drive
Cambridge, MA 02139-4614
(42.357962, -71.115104)","750 Memorial Drive","750 Memorial Drive",NA,"Cambridge","MA","02139-4614","US","(42.357962, -71.115104)",42.357962,-71.115104,"06/22/2012 06:17:10 PM",8851
"Starbucks",10599,"125 Summer St.","Company Owned",10135,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",NA,9999,"Unknown","617-737-0250","125 Summer Street
Boston, MA 02110-1616
(42.35317, -71.057619)","125 Summer Street","125 Summer Street",NA,"Boston","MA","02110-1616","US","(42.35317, -71.057619)",42.35317,-71.057619,"06/22/2012 06:17:10 PM",5149
"Starbucks",7377,"One Financial Center-Dewey Sq.","Company Owned",13505,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",NA,9999,"Unknown","617-428-0019","1 Financial Center
Boston, MA 02111-2621
(42.352262, -71.056024)","1 Financial Center","1 Financial Center",NA,"Boston","MA","02111-2621","US","(42.352262, -71.056024)",42.352262,-71.056024,"06/22/2012 06:17:10 PM",8289
"Starbucks",7564,"62 Boylston","Company Owned",13538,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",NA,9999,"Unknown","617-338-0067","62 Boylston Street
Boston, MA 02116-4799
(42.352251, -71.064439)","62 Boylston Street","62 Boylston Street",NA,"Boston","MA","02116-4799","US","(42.352251, -71.064439)",42.352251,-71.064439,"06/22/2012 06:17:10 PM",3750
"Starbucks",7686,"Brighton/Soldiers Field","Company Owned",12451,"Clover Crafted Small Batch Coffee, Lunch, Oven-warmed Food, Reserve Amenity, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",NA,9999,"Unknown","617-782-1325","1660-1670 Soldiers Field Rd
Brighton, MA 02135-1111
(42.358906, -71.153598)","1660-1670 Soldiers Field Rd","1660-1670 Soldiers Field Rd",NA,"Brighton","MA","02135-1111","US","(42.358906, -71.153598)",42.358906,-71.153598,"06/22/2012 06:17:10 PM",1779
"Starbucks",830,"443 Boylston Street","Company Owned",14814,"Lunch, Oven-warmed Food, Reserve Amenity","Starbucks Card Mobile, Wireless Hotspot",NA,9999,"Unknown","617-536-7177","443 Boylston Street
Boston, MA 02116-3301
(42.351504, -71.072997)","443 Boylston Street","443 Boylston Street",NA,"Boston","MA","02116-3301","US","(42.351504, -71.072997)",42.351504,-71.072997,"06/22/2012 06:17:10 PM",4430
"Starbucks",807,"City Place - Boston","Company Owned",11696,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",NA,9999,"Unknown","617-227-7332","143 Stuart Street
Boston, MA 02116-5609
(42.351076, -71.065945)","143 Stuart Street","143 Stuart Street",NA,"Boston","MA","02116-5609","US","(42.351076, -71.065945)",42.351076,-71.065945,"06/22/2012 06:17:10 PM",9513
"Starbucks",870,"165 Newbury","Company Owned",8796,"Clover Crafted Small Batch Coffee, Lunch, Oven-warmed Food, Reserve Amenity","Starbucks Card Mobile, Wireless Hotspot",NA,9999,"Unknown","617-536-5282","165 Newbury Street
Boston, MA 02116-2878
(42.350805, -71.078872)","165 Newbury Street","165 Newbury Street",NA,"Boston","MA","02116-2878","US","(42.350805, -71.078872)",42.350805,-71.078872,"06/22/2012 06:17:10 PM",7736
"Starbucks",78025,"Boston DoubleTree","Licensed",6924,NA,"Wireless Hotspot",NA,9999,"Unknown","617-956-7900","821 Washington Street
Boston, MA 02111-1519
(42.34896, -71.064154)","821 Washington Street","821 Washington Street",NA,"Boston","MA","02111-1519","US","(42.34896, -71.064154)",42.34896,-71.064154,"06/22/2012 06:17:10 PM",7080
"Starbucks",75830,"Renaissance Boston Harbor Lobby","Licensed",6608,NA,"Wireless Hotspot",NA,9999,"Unknown",NA,"636 Congress St
Boston, MA 02210-2803
(42.347946, -71.03967)","636 Congress St","636 Congress St",NA,"Boston","MA","02210-2803","US","(42.347946, -71.03967)",42.347946,-71.03967,"06/22/2012 06:17:10 PM",2126
"Starbucks",7544,"755 Boylston St","Company Owned",16896,"Clover Crafted Small Batch Coffee, Lunch, Oven-warmed Food, Reserve Amenity, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",NA,9999,"Unknown","617-450-0310","755 Boylston Street
Boston, MA 02116-2618
(42.349256, -71.080937)","755 Boylston Street","755 Boylston Street",NA,"Boston","MA","02116-2618","US","(42.349256, -71.080937)",42.349256,-71.080937,"06/22/2012 06:17:10 PM",9040
"Starbucks",72111,"George Sherman Union Bldg.","Licensed",18455,NA,"Wireless Hotspot",NA,9999,"Unknown","617-353-2991","775 Commonwealth Ave.
Boston, MA 02215-1401
(42.351153, -71.108963)","775 Commonwealth Ave.","775 Commonwealth Ave.",NA,"Boston","MA","02215-1401","US","(42.351153, -71.108963)",42.351153,-71.108963,"06/22/2012 06:17:10 PM",7985
"Starbucks",75265,"Manulife Financial","Licensed",9657,NA,NA,NA,9999,"Unknown","617-663-3269","601 Congress St
Boston, MA 02210-2804
(42.347488, -71.040334)","601 Congress St","601 Congress St",NA,"Boston","MA","02210-2804","US","(42.347488, -71.040334)",42.347488,-71.040334,"06/22/2012 06:17:10 PM",6818
"Starbucks",822,"441 Stuart Street","Company Owned",14813,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",NA,9999,"Unknown","617-859-0703","441 Stuart Street
Boston, MA 02116-5019
(42.348457, -71.076293)","441 Stuart Street","441 Stuart Street",NA,"Boston","MA","02116-5019","US","(42.348457, -71.076293)",42.348457,-71.076293,"06/22/2012 06:17:10 PM",6632
"Starbucks",7652,"Westin Hotel Copley","Company Owned",13427,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",NA,9999,"Unknown","617-867-0491","10 Huntington Ave, Ste D
Boston, MA 02116-5707
(42.34844, -71.077587)","10 Huntington Ave, Ste D","10 Huntington Ave","Ste D","Boston","MA","02116-5707","US","(42.34844, -71.077587)",42.34844,-71.077587,"06/22/2012 06:17:10 PM",9877
"Starbucks",75912,"Westin Boston Waterfront","Licensed",8560,NA,"Wireless Hotspot",NA,9999,"Unknown","617-532-4600","425 Summer St
Boston, MA 02210-1719
(42.3471, -71.043673)","425 Summer St","425 Summer St",NA,"Boston","MA","02210-1719","US","(42.3471, -71.043673)",42.3471,-71.043673,"06/22/2012 06:17:10 PM",8898
"Starbucks",10155,"Newton Corner","Company Owned",8042,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",NA,9999,"Unknown","617-796-3720","259 Centre Street
Newton, MA 02458-1624
(42.359008, -71.185313)","259 Centre Street","259 Centre Street",NA,"Newton","MA","02458-1624","US","(42.359008, -71.185313)",42.359008,-71.185313,"06/22/2012 06:17:10 PM",7931
"Starbucks",70015,"Boston University-580 Commonwealth","Licensed",7678,NA,"Wireless Hotspot",NA,9999,"Unknown","617-353-5450","580 Commonwealth Ave
Boston, MA 02215-2522
(42.349686, -71.10026)","580 Commonwealth Ave","580 Commonwealth Ave",NA,"Boston","MA","02215-2522","US","(42.349686, -71.10026)",42.349686,-71.10026,"06/22/2012 06:17:10 PM",1111
"Starbucks",7702,"874 Commonwealth Avenue","Company Owned",16166,"Clover Crafted Small Batch Coffee, Lunch, Oven-warmed Food, Reserve Amenity","Starbucks Card Mobile, Wireless Hotspot",NA,9999,"Unknown","617-734-3691","874 Commonwealth Ave
Brookline, MA 02215
(42.35055, -71.114551)","874 Commonwealth Ave","874 Commonwealth Ave",NA,"Brookline","MA","02215","US","(42.35055, -71.114551)",42.35055,-71.114551,"06/22/2012 06:17:10 PM",8276
"Starbucks",72107,"School of Management","Licensed",11890,NA,"Wireless Hotspot",NA,9999,"Unknown","617-353-1529","595 Commonwealth Ave
Boston, MA 02215-1704
(42.349331, -71.100046)","595 Commonwealth Ave","595 Commonwealth Ave",NA,"Boston","MA","02215-1704","US","(42.349331, -71.100046)",42.349331,-71.100046,"06/22/2012 06:17:10 PM",7177
"Starbucks",872,"350 Newbury","Company Owned",15880,"Clover Crafted Small Batch Coffee, Lunch, Oven-warmed Food, Reserve Amenity","Starbucks Card Mobile, Wireless Hotspot",NA,9999,"Unknown","617-859-5751","350 Newbury Street
Boston, MA 02115-2718
(42.34811, -71.08715)","350 Newbury Street","350 Newbury Street",NA,"Boston","MA","02115-2718","US","(42.34811, -71.08715)",42.34811,-71.08715,"06/22/2012 06:17:10 PM",4699
"Starbucks",75513,"Marriott Boston Copley-Mall Entrnc","Licensed",16418,NA,"Wireless Hotspot",NA,9999,"Unknown","617-236-5800","110 Huntington Ave
Boston, MA 02116-5783
(42.346988, -71.079236)","110 Huntington Ave","110 Huntington Ave",NA,"Boston","MA","02116-5783","US","(42.346988, -71.079236)",42.346988,-71.079236,"06/22/2012 06:17:10 PM",6707
"Starbucks",8741,"Newton","Company Owned",12565,"Lunch, Reserve Amenity, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",NA,9999,"Unknown","617-964-9690","1269 Centre Street
Newton Centre, MA 02459-1538
(42.330258, -71.194991)","1269 Centre Street","1269 Centre Street",NA,"Newton Centre","MA","02459-1538","US","(42.330258, -71.194991)",42.330258,-71.194991,"06/22/2012 06:17:10 PM",9942
"Starbucks",7234,"Mass Avenue at Havland","Company Owned",17578,"Clover Crafted Small Batch Coffee, Lunch, Oven-warmed Food, Reserve Amenity","Starbucks Card Mobile, Wireless Hotspot",NA,9999,"Unknown","617-236-4335","147-151 Massachusetts Avenue
Boston, MA 02115-2607
(42.346806, -71.08752)","147-151 Massachusetts Avenue","147-151 Massachusetts Avenue",NA,"Boston","MA","02115-2607","US","(42.346806, -71.08752)",42.346806,-71.08752,"06/22/2012 06:17:10 PM",5203
"Starbucks",72163,"Boston Sheraton-Main Lobby","Licensed",14378,NA,"Wireless Hotspot",NA,9999,"Unknown","617-378-6210","39 Dalton Street
Boston, MA 02199-3901
(42.346573, -71.083844)","39 Dalton Street","39 Dalton Street",NA,"Boston","MA","02199-3901","US","(42.346573, -71.083844)",42.346573,-71.083844,"06/22/2012 06:17:10 PM",7996
"Starbucks",824,"Harvard Street","Company Owned",13571,"Lunch, Oven-warmed Food, Reserve Amenity, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",NA,9999,"Unknown","617-738-8005","473 Harvard Street
Brookline, MA 02446-2439
(42.347042, -71.128464)","473 Harvard Street","473 Harvard Street",NA,"Brookline","MA","02446-2439","US","(42.347042, -71.128464)",42.347042,-71.128464,"06/22/2012 06:17:10 PM",3132
"Starbucks",11726,"Fenway Triangle Trilogy","Company Owned",17334,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",NA,9999,"Unknown","617-867-6545","142-148 Brookline Avenue
Boston, MA 02215-3907
(42.344278, -71.101407)","142-148 Brookline Avenue","142-148 Brookline Avenue",NA,"Boston","MA","02215-3907","US","(42.344278, -71.101407)",42.344278,-71.101407,"06/22/2012 06:17:10 PM",7994
"Starbucks",7551,"Tremont-South End","Company Owned",13533,"Clover Crafted Small Batch Coffee, Lunch, Oven-warmed Food, Reserve Amenity, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",NA,9999,"Unknown","617-236-7879","627 Tremont St, Retail Space #1
Boston, MA 02118-1649
(42.342611, -71.074641)","627 Tremont St, Retail Space #1","627 Tremont St","Retail Space #1","Boston","MA","02118-1649","US","(42.342611, -71.074641)",42.342611,-71.074641,"06/22/2012 06:17:10 PM",3493
"Starbucks",7823,"Brighton Village","Company Owned",12855,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",NA,9999,"Unknown","617-787-2430","470 Washington St
Brighton, MA 02135-2674
(42.348748, -71.159854)","470 Washington St","470 Washington St",NA,"Brighton","MA","02135-2674","US","(42.348748, -71.159854)",42.348748,-71.159854,"06/22/2012 06:17:10 PM",9118
"Starbucks",2767,"Huntington Plaza","Company Owned",14267,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",NA,9999,"Unknown","617-536-6501","273 Huntington Ave
Boston, MA 02115-4506
(42.342014, -71.086182)","273 Huntington Ave","273 Huntington Ave",NA,"Boston","MA","02115-4506","US","(42.342014, -71.086182)",42.342014,-71.086182,"06/22/2012 06:17:10 PM",2200
"Starbucks",867,"Coolidge Corner","Company Owned",13574,"Lunch, Oven-warmed Food, Reserve Amenity","Starbucks Card Mobile, Wireless Hotspot",NA,9999,"Unknown","617-739-3453","277 Harvard St
Brookline, MA 02446-2908
(42.342587, -71.12163)","277 Harvard St","277 Harvard St",NA,"Brookline","MA","02446-2908","US","(42.342587, -71.12163)",42.342587,-71.12163,"06/22/2012 06:17:10 PM",1438
"Starbucks",75363,"Northeastern U - Curry Student Ctr","Licensed",8559,NA,"Wireless Hotspot",NA,9999,"Unknown","617-373-8860","346 Huntington Ave
Boston, MA 02115-5005
(42.339585, -71.089353)","346 Huntington Ave","346 Huntington Ave",NA,"Boston","MA","02115-5005","US","(42.339585, -71.089353)",42.339585,-71.089353,"06/22/2012 06:17:10 PM",8353
"Starbucks",7384,"Newtonville","Company Owned",13507,"Lunch, Oven-warmed Food, Reserve Amenity","Starbucks Card Mobile, Wireless Hotspot",NA,9999,"Unknown","617-965-5997","16-18 Austin Street
Newtonville, MA 02460-1820
(42.350435, -71.207591)","16-18 Austin Street","16-18 Austin Street",NA,"Newtonville","MA","02460-1820","US","(42.350435, -71.207591)",42.350435,-71.207591,"06/22/2012 06:17:10 PM",1154
"Starbucks",7224,"Beth Israel","Company Owned",16003,"Lunch, Oven-warmed Food","Starbucks Card Mobile",NA,9999,"Unknown","617-277-2350","364 Brookline Ave.
Boston, MA 02215-5401
(42.338293, -71.106176)","364 Brookline Ave.","364 Brookline Ave.",NA,"Boston","MA","02215-5401","US","(42.338293, -71.106176)",42.338293,-71.106176,"06/22/2012 06:17:10 PM",9416
"Starbucks",7804,"Childrens' Hospital","Company Owned",16697,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",NA,9999,"Unknown","617-277-5202","283 Longwood Avenue
Boston, MA 02115-5704
(42.337712, -71.104718)","283 Longwood Avenue","283 Longwood Avenue",NA,"Boston","MA","02115-5704","US","(42.337712, -71.104718)",42.337712,-71.104718,"06/22/2012 06:17:10 PM",9565
"Starbucks",7336,"Brookline-Washington Sq.","Company Owned",13493,"Clover Crafted Small Batch Coffee, Lunch, Oven-warmed Food, Reserve Amenity, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",NA,9999,"Unknown","617-232-5940","1655 Beacon Street
Brookline, MA 02445-4505
(42.338746, -71.13663)","1655 Beacon Street","1655 Beacon Street",NA,"Brookline","MA","02445-4505","US","(42.338746, -71.13663)",42.338746,-71.13663,"06/22/2012 06:17:10 PM",3170
"Starbucks",7481,"Brookline Village","Company Owned",8712,"Lunch, Oven-warmed Food, Reserve Amenity","Starbucks Card Mobile, Wireless Hotspot",NA,9999,"Unknown","617-232-5063","15 Harvard Street
Brookline, MA 02445-7904
(42.333719, -71.118719)","15 Harvard Street","15 Harvard Street",NA,"Brookline","MA","02445-7904","US","(42.333719, -71.118719)",42.333719,-71.118719,"06/22/2012 06:17:10 PM",4491
"Starbucks",16439,"Cleveland Circle","Company Owned",87273,"Lunch, Oven-warmed Food","Wireless Hotspot",NA,0,"Unknown","617-232-0119","1948 Beacon St
Brighton, MA 02135-7701
(42.33608, -71.150371)","1948 Beacon St","1948 Beacon St",NA,"Brighton","MA","02135-7701","US","(42.33608, -71.150371)",42.33608,-71.150371,"06/22/2012 06:17:10 PM",9274
"Starbucks",76139,"Target Dorchester T-1898","Licensed",9121,NA,"Starbucks Card Mobile",NA,9999,"Unknown","617-602-1921","7 Allstate Rd
Boston, MA 02125-1655
(42.32887, -71.062881)","7 Allstate Rd","7 Allstate Rd",NA,"Boston","MA","02125-1655","US","(42.32887, -71.062881)",42.32887,-71.062881,"06/22/2012 06:17:10 PM",2324
"Starbucks",811,"Chestnut Hill","Company Owned",16522,"Clover Crafted Small Batch Coffee, Lunch, Oven-warmed Food, Reserve Amenity, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",NA,9999,"Unknown","617-738-6939","1154-1160 Boylston Street
Chestnut Hill, MA 02467-2324
(42.323624, -71.162437)","1154-1160 Boylston Street","1154-1160 Boylston Street",NA,"Chestnut Hill","MA","02467-2324","US","(42.323624, -71.162437)",42.323624,-71.162437,"06/22/2012 06:17:10 PM",7690
"Starbucks",835,"Waban","Company Owned",15956,"Clover Crafted Small Batch Coffee, Lunch, Oven-warmed Food, Reserve Amenity, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",NA,9999,"Unknown","617-244-0390","474 Woodward Street
Waban, MA 02468-1521
(42.32642, -71.230214)","474 Woodward Street","474 Woodward Street",NA,"Waban","MA","02468-1521","US","(42.32642, -71.230214)",42.32642,-71.230214,"06/22/2012 06:17:10 PM",6187
"Starbucks",7797,"Newton Lower Falls","Company Owned",17612,"Lunch, Oven-warmed Food, Reserve Amenity","Starbucks Card Mobile, Wireless Hotspot",NA,9999,"Unknown","617-630-9870","2322 Washington Street
Newton, MA 02462
(42.325456, -71.256504)","2322 Washington Street","2322 Washington Street",NA,"Newton","MA","02462","US","(42.325456, -71.256504)",42.325456,-71.256504,"06/22/2012 06:17:10 PM",9876
"Starbucks",76403,"Target Leominster T-1965","Licensed",9533,NA,"Starbucks Card Mobile",NA,9999,"Unknown","978-534-2914","86 Orchard Hill Park Dr
Leominster, MA 01453-7020
(42.527313, -71.713782)","86 Orchard Hill Park Dr","86 Orchard Hill Park Dr",NA,"Leominster","MA","01453-7020","US","(42.527313, -71.713782)",42.527313,-71.713782,"06/22/2012 06:17:10 PM",1588
"Starbucks",880,"South Brookline","Company Owned",13577,"Clover Crafted Small Batch Coffee, Lunch, Reserve Amenity","Starbucks Card Mobile, Wireless Hotspot",NA,9999,"Unknown","617-325-6261","183 Grove St
South Brookline, MA 02467
(42.303253, -71.152063)","183 Grove St","183 Grove St",NA,"South Brookline","MA","02467","US","(42.303253, -71.152063)",42.303253,-71.152063,"06/22/2012 06:17:10 PM",1364
"Starbucks",7270,"Newton Upper Falls","Company Owned",16000,"Lunch, Oven-warmed Food, Reserve Amenity, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",NA,9999,"Unknown","617-332-8839","244 Needham Street
Newton, MA 02464
(42.309391, -71.213785)","244 Needham Street","244 Needham Street",NA,"Newton","MA","02464","US","(42.309391, -71.213785)",42.309391,-71.213785,"06/22/2012 06:17:10 PM",2134
"Starbucks",8956,"Leominster, Commercial Road","Company Owned",9784,"Lunch, Oven-warmed Food, Reserve Amenity","Starbucks Card Mobile, Wireless Hotspot","Drive-Through",9999,"Unknown","978-840-1670","14 Commercial Rd
Leominster, MA 01453-3338
(42.53507, -71.741658)","14 Commercial Rd","14 Commercial Rd",NA,"Leominster","MA","01453-3338","US","(42.53507, -71.741658)",42.53507,-71.741658,"06/22/2012 06:17:10 PM",4048
"Starbucks",7301,"Sudbury","Company Owned",11598,"Lunch, Oven-warmed Food, Reserve Amenity, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",NA,9999,"Unknown","978-579-9977","513 Boston Post Road
Sudbury, MA 01776-3313
(42.359303, -71.430362)","513 Boston Post Road","513 Boston Post Road",NA,"Sudbury","MA","01776-3313","US","(42.359303, -71.430362)",42.359303,-71.430362,"06/22/2012 06:17:10 PM",1011
"Starbucks",7808,"West Roxbury- Roche Bros.","Company Owned",16112,"Lunch, Oven-warmed Food, Reserve Amenity","Starbucks Card Mobile, Wireless Hotspot",NA,9999,"Unknown","617-325-4717","1810 Centre Street
West Roxbury, MA 02132-1901
(42.287204, -71.152575)","1810 Centre Street","1810 Centre Street",NA,"West Roxbury","MA","02132-1901","US","(42.287204, -71.152575)",42.287204,-71.152575,"06/22/2012 06:17:10 PM",6107
