permco,year,company,industry,roa,csrsustainabilityreportingscore,csrsustainabilityexternalauditor
3624,2016,BROWN & BROWN INC; POE & BROWN INC; POE & ASSOCIATES INC,"Finance, Insurance, And Real Estate",0.048699507,,0
20807,2017,GENUINE PARTS CO,Wholesale Trade,0.049688855,0.907998627,0
20807,2018,GENUINE PARTS CO,Wholesale Trade,0.063902187,0.890536488,0
21157,2013,HOST HOTELS & RESORTS INC; HOST MARRIOTT CORP NEW; HOST MARRIOTT CORP; MARRIOTT CORP,"Finance, Insurance, And Real Estate",0.024738567,0.79396728,0
31838,2022,QUEST DIAGNOSTICS INC,Services,0.073693231,0.764269726,1
31838,2019,QUEST DIAGNOSTICS INC,Services,0.066806821,0.850636943,0
11547,2015,STERIS PLC NEW; STERIS PLC; STERIS CORP,Manufacturing,0.020717243,,0
54222,2016,DIAMONDBACK ENERGY INC,Mining,-0.030849322,,0
55585,2018,FORTIVE CORP,Manufacturing,0.225777957,0.890536488,0
54426,2022,C D W CORP NEW,Wholesale Trade,0.084872254,0.764269726,0
11361,2017,SYNOPSYS INC,Services,0.02530625,,0
43145,2013,NETFLIX INC,Services,0.020767056,,0
26024,2014,COTERRA ENERGY INC; CABOT OIL & GAS CORP,Mining,0.019211743,,0
30886,2017,DARDEN RESTAURANTS INC,Retail Trade,0.108965921,,0
54426,2021,C D W CORP NEW,Wholesale Trade,0.074897344,0.781484691,0
56259,2019,VICI PROPERTIES INC,"Finance, Insurance, And Real Estate",0.041156315,0.850636943,0
30886,2016,DARDEN RESTAURANTS INC,Retail Trade,0.087042622,,0
44497,2014,L K Q CORP,Wholesale Trade,0.068452417,,0
10876,2015,REGENERON PHARMACEUTICALS INC,Manufacturing,0.113396511,0.861708666,0
55000,2019,CAESARS ENTERTAINMENT INC DE; ELDORADO RESORTS INC,Services,0.014360471,,0
44497,2015,L K Q CORP,Wholesale Trade,0.074935413,,0
21242,2022,N V R INC,Construction,0.304819507,,0
50016,2013,LIVE NATION ENTERTAINMENT INC; LIVE NATION INC; C C E SPINCO INC,Services,-0.007632241,,0
11042,2021,VERTEX PHARMACEUTICALS INC,Manufacturing,0.174360692,0.781484691,1
10303,2013,ELECTRONIC ARTS INC; ELECTRONIC ARTS,Services,0.00139958,,0
3624,2017,BROWN & BROWN INC; POE & BROWN INC; POE & ASSOCIATES INC,"Finance, Insurance, And Real Estate",0.069530496,,0
37727,2017,INTUITIVE SURGICAL INC,Manufacturing,0.114623133,,0
21242,2020,N V R INC,Construction,0.156002424,,0
41168,2014,GLOBAL PAYMENTS INC,Services,0.047991317,,0
15506,2018,QORVO INC; R F MICRO DEVICES INC,Manufacturing,0.022920876,,0
54139,2018,PALO ALTO NETWORKS INC,Services,-0.025399279,,0
20807,2020,GENUINE PARTS CO,Wholesale Trade,-0.002165293,0.817467513,0
21242,2021,N V R INC,Construction,0.211967486,,0
42540,2014,CENTENE CORP DEL,"Finance, Insurance, And Real Estate",0.046420007,,0
10303,2022,ELECTRONIC ARTS INC; ELECTRONIC ARTS,Services,0.05958838,0.764269726,0
37727,2021,INTUITIVE SURGICAL INC,Manufacturing,0.125754334,0.781484691,0
54327,2020,ZOETIS INC,Manufacturing,0.120361525,0.817467513,0
30886,2018,DARDEN RESTAURANTS INC,Retail Trade,0.121062992,,0
55000,2018,CAESARS ENTERTAINMENT INC DE; ELDORADO RESORTS INC,Services,0.016110228,,0
54426,2013,C D W CORP NEW,Wholesale Trade,0.022415015,,0
15171,2013,STEEL DYNAMICS INC,Manufacturing,0.031908614,,0
41154,2021,ALIGN TECHNOLOGY INC,Manufacturing,0.129923546,,0
41154,2022,ALIGN TECHNOLOGY INC,Manufacturing,0.060789546,0.764269726,0
31838,2021,QUEST DIAGNOSTICS INC,Services,0.146572625,0.781484691,1
54327,2021,ZOETIS INC,Manufacturing,0.146546763,0.781484691,0
50016,2014,LIVE NATION ENTERTAINMENT INC; LIVE NATION INC; C C E SPINCO INC,Services,-0.016109082,,0
31838,2020,QUEST DIAGNOSTICS INC,Services,0.102024811,0.817467513,0
54109,2019,SERVICENOW INC,Services,0.104060653,,0
53697,2015,HUNTINGTON INGALLS INDS INC,Manufacturing,0.067065073,,0
15436,2020,TAKE TWO INTERACTIVE SOFTWR INC,Services,0.097688239,,0
53621,2013,TARGA RESOURCES CORP,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.010762821,,0
12097,2013,O REILLY AUTOMOTIVE INC NEW; O REILLY AUTOMOTIVE INC,Retail Trade,0.110477834,,0
45469,2015,EXTRA SPACE STORAGE INC,"Finance, Insurance, And Real Estate",0.031207593,,0
54313,2017,NORWEGIAN CRUISE LINE HLDGS LTD,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.05391125,0.728971963,0
54426,2014,C D W CORP NEW,Wholesale Trade,0.040148199,,0
30260,2021,MARTIN MARIETTA MATERIALS INC,Mining,0.048808449,0.781484691,0
11361,2018,SYNOPSYS INC,Services,0.070374199,,0
10303,2014,ELECTRONIC ARTS INC; ELECTRONIC ARTS,Services,0.14234586,,0
50481,2013,TRANSDIGM GROUP INC,Manufacturing,0.04924296,,0
50016,2015,LIVE NATION ENTERTAINMENT INC; LIVE NATION INC; C C E SPINCO INC,Services,-0.010669985,,0
20807,2019,GENUINE PARTS CO,Wholesale Trade,0.042407533,0.850636943,0
31967,2013,AMPHENOL CORP NEW,Manufacturing,0.103059195,,0
21723,2017,TELEFLEX INC,Manufacturing,0.024675273,,0
10876,2019,REGENERON PHARMACEUTICALS INC,Manufacturing,0.142909248,0.850636943,1
12457,2018,GARTNER INC; GARTNER GROUP INC NEW,Services,0.019746273,,0
15171,2015,STEEL DYNAMICS INC,Manufacturing,-0.021010848,,0
53697,2013,HUNTINGTON INGALLS INDS INC,Manufacturing,0.041927711,,0
54327,2022,ZOETIS INC,Manufacturing,0.141641541,0.764269726,0
53697,2014,HUNTINGTON INGALLS INDS INC,Manufacturing,0.053916095,,0
30260,2022,MARTIN MARIETTA MATERIALS INC,Mining,0.057811333,0.764269726,0
54313,2018,NORWEGIAN CRUISE LINE HLDGS LTD,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.062793955,0.711711712,0
53697,2016,HUNTINGTON INGALLS INDS INC,Manufacturing,0.090207809,,0
15436,2022,TAKE TWO INTERACTIVE SOFTWR INC,Services,-0.070904861,0.764269726,0
29489,2013,BOSTON SCIENTIFIC CORP,Manufacturing,-0.007301913,0.79396728,0
53697,2017,HUNTINGTON INGALLS INDS INC,Manufacturing,0.075149043,,0
15506,2017,QORVO INC; R F MICRO DEVICES INC,Manufacturing,-0.00631323,,0
53697,2018,HUNTINGTON INGALLS INDS INC,Manufacturing,0.130972897,,0
15171,2016,STEEL DYNAMICS INC,Manufacturing,0.059484891,,0
54313,2019,NORWEGIAN CRUISE LINE HLDGS LTD,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.055753692,0.665322581,0
53621,2014,TARGA RESOURCES CORP,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.015851863,,0
37727,2016,INTUITIVE SURGICAL INC,Manufacturing,0.113444018,,0
30975,2022,DAVITA INC; DAVITA HEALTHCARE PARTNERS INC; TOTAL RENAL CARE HLDGS INC,Services,0.033104422,0.764269726,1
53621,2018,TARGA RESOURCES CORP,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.000094461,0.890536488,0
15506,2016,QORVO INC; R F MICRO DEVICES INC,Manufacturing,-0.002538666,,0
12097,2014,O REILLY AUTOMOTIVE INC NEW; O REILLY AUTOMOTIVE INC,Retail Trade,0.118982597,,0
15436,2021,TAKE TWO INTERACTIVE SOFTWR INC,Services,0.063857014,,0
54327,2013,ZOETIS INC,Manufacturing,0.076852699,,0
30975,2020,DAVITA INC; DAVITA HEALTHCARE PARTNERS INC; TOTAL RENAL CARE HLDGS INC,Services,0.045539116,0.817467513,1
29489,2014,BOSTON SCIENTIFIC CORP,Manufacturing,-0.006982749,0.791197544,0
44184,2015,MOLINA HEALTHCARE INC,"Finance, Insurance, And Real Estate",0.021745742,,0
54139,2019,PALO ALTO NETWORKS INC,Services,-0.012423774,,0
15506,2015,QORVO INC; R F MICRO DEVICES INC,Manufacturing,-0.004372562,,0
54327,2014,ZOETIS INC,Manufacturing,0.088239746,,0
54313,2013,NORWEGIAN CRUISE LINE HLDGS LTD,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.015293089,,0
30975,2021,DAVITA INC; DAVITA HEALTHCARE PARTNERS INC; TOTAL RENAL CARE HLDGS INC,Services,0.057147486,0.781484691,1
20659,2016,EQUIFAX INC; RETAIL CR CO,Services,0.07334934,,0
12097,2015,O REILLY AUTOMOTIVE INC NEW; O REILLY AUTOMOTIVE INC,Retail Trade,0.139472828,,0
10876,2020,REGENERON PHARMACEUTICALS INC,Manufacturing,0.204692571,0.817467513,1
3624,2018,BROWN & BROWN INC; POE & BROWN INC; POE & ASSOCIATES INC,"Finance, Insurance, And Real Estate",0.051468394,,0
54426,2015,C D W CORP NEW,Wholesale Trade,0.059671665,,0
50481,2014,TRANSDIGM GROUP INC,Manufacturing,0.045422067,,0
50016,2016,LIVE NATION ENTERTAINMENT INC; LIVE NATION INC; C C E SPINCO INC,Services,-0.006949756,,0
16584,2013,S B A COMMUNICATIONS CORP NEW; S B A COMMUNICATIONS CORP,"Finance, Insurance, And Real Estate",-0.00824229,,0
44184,2019,MOLINA HEALTHCARE INC,"Finance, Insurance, And Real Estate",0.108589951,,0
30975,2019,DAVITA INC; DAVITA HEALTHCARE PARTNERS INC; TOTAL RENAL CARE HLDGS INC,Services,0.046846661,0.850636943,0
16285,2015,EBAY INC,Retail Trade,0.096991847,0.861708666,0
30104,2014,MID AMERICA APT COMMUNITIES INC,"Finance, Insurance, And Real Estate",0.021661015,,0
30104,2013,MID AMERICA APT COMMUNITIES INC,"Finance, Insurance, And Real Estate",0.01683839,,0
30104,2015,MID AMERICA APT COMMUNITIES INC,"Finance, Insurance, And Real Estate",0.04852477,,0
54084,2013,META PLATFORMS INC; FACEBOOK INC,Services,0.083822297,0.79396728,0
29489,2016,BOSTON SCIENTIFIC CORP,Manufacturing,0.019175508,0.896529563,0
50481,2022,TRANSDIGM GROUP INC,Manufacturing,0.047826807,0.764269726,0
29009,2013,AUTOZONE INC,Retail Trade,0.147485037,,0
15506,2014,QORVO INC; R F MICRO DEVICES INC,Manufacturing,0.028481167,,0
16188,2020,COSTAR GROUP INC; REALTY INFORMATION GROUP INC,Services,0.032843703,,0
54426,2016,C D W CORP NEW,Wholesale Trade,0.06107881,,0
54426,2017,C D W CORP NEW,Wholesale Trade,0.075180404,,0
37938,2018,ILLUMINA INC,Manufacturing,0.118695215,,0
30260,2015,MARTIN MARIETTA MATERIALS INC,Mining,0.04148278,0.861708666,0
29489,2015,BOSTON SCIENTIFIC CORP,Manufacturing,-0.013180389,0.861708666,0
11042,2022,VERTEX PHARMACEUTICALS INC,Manufacturing,0.183021228,0.764269726,1
50481,2020,TRANSDIGM GROUP INC,Manufacturing,0.037999456,0.817467513,0
31967,2014,AMPHENOL CORP NEW,Manufacturing,0.100910773,,0
54313,2020,NORWEGIAN CRUISE LINE HLDGS LTD,"Transportation, Communications, Electric, Gas, And Sanitary Services",-0.218079508,0.627118644,1
53697,2019,HUNTINGTON INGALLS INDS INC,Manufacturing,0.078082776,,0
10303,2015,ELECTRONIC ARTS INC; ELECTRONIC ARTS,Services,0.163971631,,0
43145,2014,NETFLIX INC,Services,0.037808161,,0
45469,2016,EXTRA SPACE STORAGE INC,"Finance, Insurance, And Real Estate",0.051629386,,0
55858,2022,INVITATION HOMES INC,"Finance, Insurance, And Real Estate",0.020679454,0.764269726,0
55858,2021,INVITATION HOMES INC,"Finance, Insurance, And Real Estate",0.014102232,0.781484691,0
20659,2018,EQUIFAX INC; RETAIL CR CO,Services,0.041911312,,0
44184,2018,MOLINA HEALTHCARE INC,"Finance, Insurance, And Real Estate",0.098825832,,0
21161,2014,MASCO CORP,Manufacturing,0.119436305,,0
54426,2018,C D W CORP NEW,Wholesale Trade,0.089707996,,0
54313,2022,NORWEGIAN CRUISE LINE HLDGS LTD,"Transportation, Communications, Electric, Gas, And Sanitary Services",-0.122316329,0.576,1
12097,2016,O REILLY AUTOMOTIVE INC NEW; O REILLY AUTOMOTIVE INC,Retail Trade,0.144039947,,0
16584,2018,S B A COMMUNICATIONS CORP NEW; S B A COMMUNICATIONS CORP,"Finance, Insurance, And Real Estate",0.006577894,,0
10504,2018,HOLOGIC INC,Manufacturing,-0.015392275,,0
20659,2017,EQUIFAX INC; RETAIL CR CO,Services,0.0811928,,0
54313,2021,NORWEGIAN CRUISE LINE HLDGS LTD,"Transportation, Communications, Electric, Gas, And Sanitary Services",-0.240610049,0.580645161,1
16188,2021,COSTAR GROUP INC; REALTY INFORMATION GROUP INC,Services,0.040315447,0.781484691,0
29489,2017,BOSTON SCIENTIFIC CORP,Manufacturing,0.005461611,0.907998627,0
12457,2017,GARTNER INC; GARTNER GROUP INC NEW,Services,0.000450216,,0
50481,2021,TRANSDIGM GROUP INC,Manufacturing,0.035205799,0.781484691,0
30260,2016,MARTIN MARIETTA MATERIALS INC,Mining,0.058264832,0.896529563,0
15171,2014,STEEL DYNAMICS INC,Manufacturing,0.021477694,,0
26024,2021,COTERRA ENERGY INC; CABOT OIL & GAS CORP,Mining,0.058190955,0.781484691,0
10504,2016,HOLOGIC INC,Manufacturing,0.045209785,,0
16584,2017,S B A COMMUNICATIONS CORP NEW; S B A COMMUNICATIONS CORP,"Finance, Insurance, And Real Estate",0.014159986,,0
56611,2020,MODERNA INC,Manufacturing,-0.101824922,0.817467513,0
42540,2015,CENTENE CORP DEL,"Finance, Insurance, And Real Estate",0.048371713,,0
16584,2016,S B A COMMUNICATIONS CORP NEW; S B A COMMUNICATIONS CORP,"Finance, Insurance, And Real Estate",0.010357094,,0
16584,2015,S B A COMMUNICATIONS CORP NEW; S B A COMMUNICATIONS CORP,"Finance, Insurance, And Real Estate",-0.023726989,,0
26024,2022,COTERRA ENERGY INC; CABOT OIL & GAS CORP,Mining,0.201696934,0.764269726,0
44184,2016,MOLINA HEALTHCARE INC,"Finance, Insurance, And Real Estate",0.006980803,,0
45469,2017,EXTRA SPACE STORAGE INC,"Finance, Insurance, And Real Estate",0.064252743,,0
31967,2015,AMPHENOL CORP NEW,Manufacturing,0.1023678,,0
30260,2014,MARTIN MARIETTA MATERIALS INC,Mining,0.02084577,,0
38419,2013,EQUINIX INC,"Finance, Insurance, And Real Estate",0.012637542,,0
50016,2017,LIVE NATION ENTERTAINMENT INC; LIVE NATION INC; C C E SPINCO INC,Services,-0.013012071,,0
29009,2014,AUTOZONE INC,Retail Trade,0.142293722,,0
12097,2017,O REILLY AUTOMOTIVE INC NEW; O REILLY AUTOMOTIVE INC,Retail Trade,0.149738671,,0
29489,2018,BOSTON SCIENTIFIC CORP,Manufacturing,0.079575218,0.890536488,0
3624,2019,BROWN & BROWN INC; POE & BROWN INC; POE & ASSOCIATES INC,"Finance, Insurance, And Real Estate",0.052279071,,0
54327,2016,ZOETIS INC,Manufacturing,0.107334292,0.896529563,0
10504,2015,HOLOGIC INC,Manufacturing,0.017157534,,0
20807,2013,GENUINE PARTS CO,Wholesale Trade,0.089183921,,0
41870,2022,ZIMMER BIOMET HOLDINGS INC; ZIMMER HOLDINGS INC,Manufacturing,0.010984525,0.764269726,0
10303,2016,ELECTRONIC ARTS INC; ELECTRONIC ARTS,Services,0.125291526,,0
47013,2013,EXPEDIA GROUP INC; EXPEDIA INC DE,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.030085997,,0
43519,2019,CARMAX INC,Retail Trade,0.042141416,0.850636943,0
20939,2015,CENTERPOINT ENERGY INC; RELIANT ENERGY INC TX; HOUSTON INDUSTRIES INC; HOUSTON LIGHTING & POWER CO,"Transportation, Communications, Electric, Gas, And Sanitary Services",-0.032436486,0.861708666,0
47013,2021,EXPEDIA GROUP INC; EXPEDIA INC DE,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.000556896,0.781484691,0
38419,2014,EQUINIX INC,"Finance, Insurance, And Real Estate",-0.033201052,,0
16584,2014,S B A COMMUNICATIONS CORP NEW; S B A COMMUNICATIONS CORP,"Finance, Insurance, And Real Estate",-0.003098407,,0
37727,2018,INTUITIVE SURGICAL INC,Manufacturing,0.143741955,,0
45469,2018,EXTRA SPACE STORAGE INC,"Finance, Insurance, And Real Estate",0.052916688,,0
53610,2015,FLEETCOR TECHNOLOGIES INC,Services,0.045924615,,0
20939,2016,CENTERPOINT ENERGY INC; RELIANT ENERGY INC TX; HOUSTON INDUSTRIES INC; HOUSTON LIGHTING & POWER CO,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.019790187,0.896529563,0
54327,2015,ZOETIS INC,Manufacturing,0.042840895,,0
54401,2018,IQVIA HOLDINGS INC; QUINTILES IMS HOLDINGS INC; QUINTILES TRANSNATIONAL HLDGS IN,Services,0.011486097,0.890536488,0
10504,2017,HOLOGIC INC,Manufacturing,0.094678931,,0
12097,2018,O REILLY AUTOMOTIVE INC NEW; O REILLY AUTOMOTIVE INC,Retail Trade,0.165959406,,0
54426,2019,C D W CORP NEW,Wholesale Trade,0.092106908,0.850636943,0
16285,2018,EBAY INC,Retail Trade,0.110872519,0.890536488,1
29009,2015,AUTOZONE INC,Retail Trade,0.143198102,,0
20807,2015,GENUINE PARTS CO,Wholesale Trade,0.08664111,,0
53697,2020,HUNTINGTON INGALLS INDS INC,Manufacturing,0.085325487,0.817467513,0
55585,2016,FORTIVE CORP,Manufacturing,0.106510537,,0
20807,2014,GENUINE PARTS CO,Wholesale Trade,0.086255818,,0
20939,2014,CENTERPOINT ENERGY INC; RELIANT ENERGY INC TX; HOUSTON INDUSTRIES INC; HOUSTON LIGHTING & POWER CO,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.026336207,0.791197544,0
54401,2019,IQVIA HOLDINGS INC; QUINTILES IMS HOLDINGS INC; QUINTILES TRANSNATIONAL HLDGS IN,Services,0.0082147,0.850636943,0
44497,2016,L K Q CORP,Wholesale Trade,0.055879065,,0
4655,2013,UNIVERSAL HEALTH SERVICES INC,Services,0.061447308,,0
41870,2021,ZIMMER BIOMET HOLDINGS INC; ZIMMER HOLDINGS INC,Manufacturing,0.017121127,0.781484691,0
16285,2016,EBAY INC,Retail Trade,0.304692414,0.896529563,0
43620,2013,WYNN RESORTS LTD,Services,0.08698214,,0
41870,2020,ZIMMER BIOMET HOLDINGS INC; ZIMMER HOLDINGS INC,Manufacturing,-0.005688496,0.817467513,0
54401,2020,IQVIA HOLDINGS INC; QUINTILES IMS HOLDINGS INC; QUINTILES TRANSNATIONAL HLDGS IN,Services,0.011358085,0.817467513,0
10504,2014,HOLOGIC INC,Manufacturing,0.002055926,,0
50481,2015,TRANSDIGM GROUP INC,Manufacturing,0.05306863,,0
44184,2017,MOLINA HEALTHCARE INC,"Finance, Insurance, And Real Estate",-0.060441506,,0
50016,2018,LIVE NATION ENTERTAINMENT INC; LIVE NATION INC; C C E SPINCO INC,Services,-0.002077349,,0
56611,2021,MODERNA INC,Manufacturing,0.494628886,0.781484691,1
45469,2019,EXTRA SPACE STORAGE INC,"Finance, Insurance, And Real Estate",0.049220399,,0
10303,2017,ELECTRONIC ARTS INC; ELECTRONIC ARTS,Services,0.121505126,,0
54327,2017,ZOETIS INC,Manufacturing,0.100628931,0.907998627,0
53610,2014,FLEETCOR TECHNOLOGIES INC,Services,0.042504668,,0
32093,2013,YUM BRANDS INC; TRICON GLOBAL RESTAURANTS INC,Retail Trade,0.125474411,0.79396728,0
16285,2017,EBAY INC,Retail Trade,-0.0391055,0.907998627,0
43519,2021,CARMAX INC,Retail Trade,0.043711955,0.781484691,0
22113,2015,EOG RESOURCES INC; ENRON OIL & GAS CO,Mining,-0.167728418,0.861708666,0
20807,2016,GENUINE PARTS CO,Wholesale Trade,0.077571845,,0
21764,2020,GLOBE LIFE INC; TORCHMARK CORP; LIBERTY NATIONAL INS HLDG CO; LIBERTY NATIONAL LIFE INS CO,"Finance, Insurance, And Real Estate",0.025192955,0.817467513,0
54287,2013,ABBVIE INC,Manufacturing,0.141379547,0.79396728,1
10303,2018,ELECTRONIC ARTS INC; ELECTRONIC ARTS,Services,0.11376577,,0
3624,2020,BROWN & BROWN INC; POE & BROWN INC; POE & ASSOCIATES INC,"Finance, Insurance, And Real Estate",0.053586509,,0
4655,2014,UNIVERSAL HEALTH SERVICES INC,Services,0.060766222,,0
30260,2017,MARTIN MARIETTA MATERIALS INC,Mining,0.07932623,0.907998627,0
10504,2013,HOLOGIC INC,Manufacturing,-0.130303418,,0
47013,2014,EXPEDIA GROUP INC; EXPEDIA INC DE,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.04413229,,0
43620,2014,WYNN RESORTS LTD,Services,0.080719985,,0
54139,2020,PALO ALTO NETWORKS INC,Services,-0.029452644,,0
22113,2016,EOG RESOURCES INC; ENRON OIL & GAS CO,Mining,-0.037226989,0.896529563,0
20203,2014,AON PLC NEW; AON PLC; AON CORP; COMBINED INTL CORP,"Finance, Insurance, And Real Estate",0.046923284,0.743589744,0
22113,2017,EOG RESOURCES INC; ENRON OIL & GAS CO,Mining,0.086567635,0.907998627,0
20203,2013,AON PLC NEW; AON PLC; AON CORP; COMBINED INTL CORP,"Finance, Insurance, And Real Estate",0.036792172,0.743243243,0
22113,2013,EOG RESOURCES INC; ENRON OIL & GAS CO,Mining,0.071861448,0.79396728,0
56719,2019,UBER TECHNOLOGIES INC,"Transportation, Communications, Electric, Gas, And Sanitary Services",-0.267812726,0.850636943,0
29009,2018,AUTOZONE INC,Retail Trade,0.143098199,,0
44497,2017,L K Q CORP,Wholesale Trade,0.056982096,,0
44893,2022,ASSURANT INC,"Finance, Insurance, And Real Estate",0.008350491,0.764269726,1
34770,2017,AMERICAN TOWER CORP NEW; AMERICAN TOWER CORP; AMERICAN TOWER SYSTEMS CORP,"Finance, Insurance, And Real Estate",0.037300199,0.907998627,0
44184,2020,MOLINA HEALTHCARE INC,"Finance, Insurance, And Real Estate",0.07060428,,0
13650,2016,CENCORA INC; AMERISOURCEBERGEN CORP; AMERISOURCE HEALTH CORP,Wholesale Trade,0.042426923,0.896529563,0
22113,2018,EOG RESOURCES INC; ENRON OIL & GAS CO,Mining,0.100754177,0.890536488,0
53610,2016,FLEETCOR TECHNOLOGIES INC,Services,0.046992583,,0
4655,2015,UNIVERSAL HEALTH SERVICES INC,Services,0.070637328,,0
37727,2019,INTUITIVE SURGICAL INC,Manufacturing,0.141710845,0.850636943,0
52978,2015,PHILIP MORRIS INTERNATIONAL INC,Manufacturing,0.202409,0.861708666,0
43145,2019,NETFLIX INC,Services,0.054948547,0.850636943,0
3624,2021,BROWN & BROWN INC; POE & BROWN INC; POE & ASSOCIATES INC,"Finance, Insurance, And Real Estate",0.059936442,,0
52978,2014,PHILIP MORRIS INTERNATIONAL INC,Manufacturing,0.212947964,0.791197544,0
13650,2017,CENCORA INC; AMERISOURCEBERGEN CORP; AMERISOURCE HEALTH CORP,Wholesale Trade,0.010320511,0.907998627,0
22113,2020,EOG RESOURCES INC; ENRON OIL & GAS CO,Mining,-0.016885316,0.817467513,0
22113,2019,EOG RESOURCES INC; ENRON OIL & GAS CO,Mining,0.073668387,0.850636943,0
30500,2013,REALTY INCOME CORP,"Finance, Insurance, And Real Estate",0.024743358,,0
30886,2019,DARDEN RESTAURANTS INC,Retail Trade,-0.005268397,,0
52978,2013,PHILIP MORRIS INTERNATIONAL INC,Manufacturing,0.22469084,0.79396728,0
50481,2017,TRANSDIGM GROUP INC,Manufacturing,0.059834331,,0
22113,2021,EOG RESOURCES INC; ENRON OIL & GAS CO,Mining,0.121979287,0.781484691,0
43145,2020,NETFLIX INC,Services,0.070299638,0.817467513,1
54084,2014,META PLATFORMS INC; FACEBOOK INC,Services,0.073163448,0.791197544,0
30886,2021,DARDEN RESTAURANTS INC,Retail Trade,0.094003433,,0
55341,2017,PAYPAL HOLDINGS INC,Services,0.044023152,0.907998627,0
43145,2015,NETFLIX INC,Services,0.012020244,,0
30886,2022,DARDEN RESTAURANTS INC,Retail Trade,0.095874628,,0
22113,2022,EOG RESOURCES INC; ENRON OIL & GAS CO,Mining,0.187546832,0.764269726,0
4655,2016,UNIVERSAL HEALTH SERVICES INC,Services,0.068077387,,0
52388,2022,BLACKSTONE INC; BLACKSTONE GROUP INC; BLACKSTONE GROUP LP,"Finance, Insurance, And Real Estate",0.041097302,0.764269726,0
16454,2013,BOOKING HOLDINGS INC; PRICELINE GROUP INC; PRICELINE COM INC,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.181212145,,0
55585,2017,FORTIVE CORP,Manufacturing,0.099470506,,0
55341,2018,PAYPAL HOLDINGS INC,Services,0.047470691,0.890536488,0
41168,2020,GLOBAL PAYMENTS INC,Services,0.013223972,0.817467513,0
41168,2015,GLOBAL PAYMENTS INC,Services,0.025848453,,0
43620,2015,WYNN RESORTS LTD,Services,0.018559703,0.861708666,0
43145,2021,NETFLIX INC,Services,0.114753093,0.781484691,1
41168,2022,GLOBAL PAYMENTS INC,Services,0.002488182,0.764269726,0
50016,2020,LIVE NATION ENTERTAINMENT INC; LIVE NATION INC; C C E SPINCO INC,Services,-0.162744895,,0
53697,2021,HUNTINGTON INGALLS INDS INC,Manufacturing,0.051190364,0.781484691,0
30886,2020,DARDEN RESTAURANTS INC,Retail Trade,0.059055377,,0
41168,2016,GLOBAL PAYMENTS INC,Services,0.015201958,,0
12097,2019,O REILLY AUTOMOTIVE INC NEW; O REILLY AUTOMOTIVE INC,Retail Trade,0.129795767,,0
50481,2016,TRANSDIGM GROUP INC,Manufacturing,0.054670787,,0
4655,2017,UNIVERSAL HEALTH SERVICES INC,Services,0.06990476,,0
16285,2014,EBAY INC,Retail Trade,0.001019232,0.791197544,0
41168,2021,GLOBAL PAYMENTS INC,Services,0.021322132,0.781484691,0
53696,2020,H C A HEALTHCARE INC; H C A HOLDINGS INC,Services,0.079048221,0.817467513,0
53697,2022,HUNTINGTON INGALLS INDS INC,Manufacturing,0.053329649,0.764269726,0
53264,2013,DOLLAR GENERAL CORP NEW,Retail Trade,0.094328386,,0
54084,2015,META PLATFORMS INC; FACEBOOK INC,Services,0.074645293,0.861708666,0
50016,2019,LIVE NATION ENTERTAINMENT INC; LIVE NATION INC; C C E SPINCO INC,Services,-0.000444804,,0
20791,2021,GENERAL DYNAMICS CORP; ELECTRIC BOAT CO,Manufacturing,0.065045034,0.781484691,0
30500,2014,REALTY INCOME CORP,"Finance, Insurance, And Real Estate",0.024574983,,0
21177,2022,MCDONALDS CORP,Retail Trade,0.122480946,0.764269726,0
10303,2019,ELECTRONIC ARTS INC; ELECTRONIC ARTS,Services,0.273488121,,0
21949,2014,T J X COMPANIES INC NEW; ZAYRE CORP,Retail Trade,0.199052135,,0
37727,2020,INTUITIVE SURGICAL INC,Manufacturing,0.094960112,0.817467513,0
53610,2020,FLEETCOR TECHNOLOGIES INC,Services,0.062906877,0.817467513,0
53610,2018,FLEETCOR TECHNOLOGIES INC,Services,0.072437819,,0
53264,2014,DOLLAR GENERAL CORP NEW,Retail Trade,0.094915817,,0
32191,2013,UNITED RENTALS INC,Services,0.034458196,,0
53264,2015,DOLLAR GENERAL CORP NEW,Retail Trade,0.103490132,,0
4655,2018,UNIVERSAL HEALTH SERVICES INC,Services,0.069211876,,0
53610,2017,FLEETCOR TECHNOLOGIES INC,Services,0.065398173,,0
30104,2018,MID AMERICA APT COMMUNITIES INC,"Finance, Insurance, And Real Estate",0.01968415,,0
56259,2018,VICI PROPERTIES INC,"Finance, Insurance, And Real Estate",0.046201535,,0
44497,2018,L K Q CORP,Wholesale Trade,0.042140003,,0
